Ruc;Nombre Comercial;Provincia;Distrito;Web;Clase;Nro Certificado;Servicio Autorizado;Modalidades Autorizadas;Certificacion de Calidad
20527284369;Conde Tours;CUSCO;CUSCO;www.condetours.com;Minorista;-;;;
20527288437;American Travel Express;CUSCO;CUSCO;www.americantravelexpress.com;Operador Turismo;-;;;
20527292973;Quechuas Peru;CUSCO;SAN SEBASTIAN;www.quechuasperu.net;Operador Turismo;-;;;
20527293511;Amarumayo;CUSCO;CUSCO;www.gaston-sacaze.com;Operador Turismo;-;;;
20527293601;Inti Wiracocha;CUSCO;WANCHAQ;www.intiwiracocha.com;Operador Turismo;-;;;
20527302952;Panorama International Travel Agency;CUSCO;CUSCO;www.panoramacuscotravel.com;Operador Turismo;-;;;
20527305111;Mistical Palt Adventure Eirl;CUSCO;CUSCO;www.misticalpaltcusco.com;Minorista;-;;;
20527305463;Invertour Peru;CUSCO;SANTIAGO;www.invertourperu.com;Operador Turismo;-;;;
20527306516;Peruvian Trek;CUSCO;CUSCO;www.peruviantrek.com;Operador Turismo;-;;;
20527307164;Peruvian Sacred & Adventure;CUSCO;SANTIAGO;www.peruviansacred.com;Operador Turismo;-;;;
20527309884;All Travel Service;CUSCO;CUSCO;www.cuscotravel.com;Operador Turismo;-;;;
20527314616;Conexion Cusco;CUSCO;CUSCO;www.conectacusco.com;Operador Turismo;-;;;
20527320268;Cusco Latin Treks;CUSCO;CUSCO;www.cuscoperutreks.com;Minorista;-;;;
20527320268;Cusco Latin Treks (Aereopuerto);CUSCO;SAN SEBASTIAN;www.cuscoperutreks.com;Minorista;-;;;
20527324689;Scenic Peru;CUSCO;SAN SEBASTIAN;info@scenicperu.com;Operador Turismo;-;;;
20527329052;Cusco Top Travel;CUSCO;WANCHAQ;www.cuscotoptravelperu.com;Minorista;-;;;
20527352461;Peru Travel Expeditions;CUSCO;CUSCO;www.perutravelexpeditions.com;Operador Turismo;-;;;
20527356297;Todo Peru Tours;CUSCO;CUSCO;;Minorista;-;;;
20527361967;Pardo Medical Tours;CUSCO;WANCHAQ;www.clinicapardo@com;Operador Turismo;-;;;
20527366331;Apu Salkantay E.I.R.L.;CUSCO;SAN SEBASTIAN;www.peruapusalkantay.com;Operador Turismo;-;;;
20527374864;Culture & Nature Tours;CUSCO;CUSCO;www.cnperutours.com;Operador Turismo;-;;;
20527376565;Andean Way Tours;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20527379661;Peru Planet;CUSCO;CUSCO;www.peruplanet.net;Operador Turismo;-;;;
20527386871;Alma Mestiza;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527396248;Sunshine Travel Peru;CUSCO;CUSCO;www.sunshinetravelperu.com;Operador Turismo;-;;;
20527399778;Via Travel;CUSCO;CUSCO;;Minorista;-;;;
20527405921;Cusco Coaching;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527407894;Megareisen;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527409757;Puka Nina Peru;CUSCO;CUSCO;www.pukanina.com;Operador Turismo;-;;;
20527409757;Puka Nina Peru;CUSCO;WANCHAQ;www.pukanina.com;Minorista;-;;;
20527420131;Rainbow Trail Tours;CUSCO;WANCHAQ;www.rainbowtrailtours.com;Operador Turismo;-;;;
20527421706;American Adventures Cusco Tours;CUSCO;CUSCO;www.adventurecuscotours.com;Mayorista;-;;;
20527425442;Forever Young;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527427909;Ultimate S.T.;CUSCO;SAN JERÓNIMO;www.ultimatetoursperu.com;Operador Turismo;-;;;
20527433542;Misterio Peru Travel;CUSCO;CUSCO;www.turismocusco.com;Operador Turismo;-;;;
20527433895;Sun God Expeditions Tours;CUSCO;SAN JERÓNIMO;www.sungodperu.com;Operador Turismo;-;;;
20527436053;Green Heart Adventure;CUSCO;SAN SEBASTIAN;www.cocatambo.com;Operador Turismo;-;;;
20527443777;Hikingperu;CUSCO;CUSCO;www.hikingperu.com;Operador Turismo;-;;;
20527447926;Intrex;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527448817;Peru Pasion Tag;CUSCO;WANCHAQ;www.meetings.com;Minorista, Operador Turismo;-;;;
20527451362;Moroni Tours;CUSCO;SANTIAGO;www.moronitours.com;Operador Turismo;-;;;
20527451796;Tour Operator Wayki Trek Expeditions;CUSCO;SANTIAGO;www.waykitrek.net;Operador Turismo;-;;;
20527452253;Marcelo´S Travel Adventures;CUSCO;CUSCO;www.marcelostravel.com;Operador Turismo;-;;;
20527453730;Vanessa Viajes Y Servicios;CUSCO;CUSCO;www.vanessaviajesyservicios.com;Mayorista, Operador Turismo;-;;;
20527455279;Amazing Andean Area;CUSCO;CUSCO;www.amazing-peru.com;Operador Turismo;-;;;
20527455783;M.B.C. Travel Peru;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527457999;Camino Real;CUSCO;SAN SEBASTIAN;www.viajescaminoreal.com;Operador Turismo;-;;;
20527463298;Peru Unknown;CUSCO;WANCHAQ;www.peruunknown.com;Operador Turismo;-;;;
20527476195;Cusco Walkers;CUSCO;CUSCO;www.cuscowalkers.com;Minorista;-;;;
20527477167;Cusco Land Expeditions;CUSCO;CUSCO;www.cuscoland.com/;Mayorista;-;;;
20527481270;Ruphay Pacha;CUSCO;CUSCO;;Operador Turismo;-;;;
20527483302;Latina Real Tours E.I.R.L;CUSCO;WANCHAQ;www.latinarealtours.com;Operador Turismo;-;;;
20527486310;Cultural Immersion;CUSCO;CUSCO;;Operador Turismo;-;;;
20527490007;Peru Travel Reps;CUSCO;CUSCO;www.perutravelreps.com;Operador Turismo;-;;;
20527493448;Rikuni;CUSCO;CUSCO;www.rikuni.com;Mayorista, Minorista, Operador Turismo;-;;;
20527495149;Sun Route Travelling;CUSCO;SAN SEBASTIAN;www.cuscosunroute.com;Mayorista, Minorista, Operador Turismo;-;;;
20527495220;Golden Empire Tours;CUSCO;SAN JERÓNIMO;www.goldenempiretours.com;Operador Turismo;-;;;
20527497605;Hatun Wasi Urubamba;URUBAMBA;URUBAMBA;;Operador Turismo;-;;;
20527500088;Pachamama Explorers;CUSCO;CUSCO;www.pmexplorers.com;Operador Turismo;-;;;
20527503770;Peru Agency;CUSCO;CUSCO;www.peruagency.com;Operador Turismo;-;;;
20527511446;Mitos Tours Peru;CUSCO;CUSCO;;Operador Turismo;-;;;
20527512507;Cusco Hope;CUSCO;CUSCO;www.cuscohope.com;Minorista;-;;;
20527515433;Tanit;CUSCO;CUSCO;www.tanittrails.com;Operador Turismo;-;;;
20527524181;Earthbound Adventures Peru;CUSCO;WANCHAQ;www.incatrailhikas.com;Operador Turismo;-;;;
20527531986;Pt;CUSCO;CUSCO;www.pasaporteinca.com;Mayorista;-;;;
20527536350;Servitur Yk Peru;CUSCO;CUSCO;www.serviturykperu.com.pe;Operador Turismo;-;;;
20527539375;Hane Tours;CUSCO;WANCHAQ;www.hanetours.com;Operador Turismo;-;;;
20527539537;Attraction Voyages;CUSCO;CUSCO;www.attraction-voyages.com;Operador Turismo;-;;;
20527543992;Manu Peru Amazon;CUSCO;CUSCO;www.manuperuamazon.com;Operador Turismo;-;;;
20527546070;-;CUSCO;CUSCO;;Operador Turismo;-;;;
20527552126;Servicios Turisticos Fina;CUSCO;CUSCO;;Operador Turismo;-;;;
20527552983;The Peru Travel;CUSCO;CUSCO;www.theperutravel.com;Operador Turismo;-;;;
20527554684;Mat Service;CUSCO;SANTIAGO;www.conocecusco.net;Minorista;-;;;
20527560064;Hope Machupicchu E.I.R.L;CUSCO;SAN SEBASTIAN;www.hopemachupicchu.com;Operador Turismo;-;;;
20527560579;Apus World Peru;CUSCO;CUSCO;www.apusworldperu.com;Operador Turismo;-;;;
20527567158;Andean World Expeditios;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527572313;Pleiades Peru Tours;CUSCO;CUSCO;www.pleiadespertours.com;Minorista, Operador Turismo;-;;;
20527573638;Transportes Turisticos Travel Mile And Mile S.C.R.L.;CUSCO;SANTIAGO;www.travelmileandmile.com;Minorista;-;;;
20527577897;Shin Peru Tour;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527581223;Atv Adventures;CUSCO;CUSCO;www.atvadventuresperu.com;Operador Turismo;-;;;
20527586021;Siw Travel Peru;CUSCO;CUSCO;www.siwtravelperu.com;Operador Turismo;-;;;
20527590567;Lucho´S Tours;CUSCO;CUSCO;www.luchostoursperu.com;Minorista;-;;;
20527590729;Peru Connections S.A.C.;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527593744;Ewta E.I.R.L.;CUSCO;WANCHAQ;www.ecowaykis.com;Operador Turismo;-;;;
20527595798;Samari Travel;CUSCO;CUSCO;www.samaritravel.com;Operador Turismo;-;;;
20527596255;International Andean Challangers;CUSCO;WANCHAQ;www.machupicchucw.com;Operador Turismo;-;;;
20527596417;Jacu Perucho Tours;URUBAMBA;URUBAMBA;;Operador Turismo;-;;;
20527601194;Tours Peru Machupicchu;CUSCO;WANCHAQ;www.toursperumachupicchu.com;Operador Turismo;-;;;
20527606315;Channel Of Travel;CUSCO;SAN SEBASTIAN;www.channeloftravel.com;Mayorista, Minorista;-;;;
20527623325;South American Quality;CUSCO;CUSCO;www.southamerican-quality.com;Minorista;-;;;
20527624721;Apu Travel Service;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527633801;Aventuras Y Culturas Andinas;CUSCO;CUSCO;;Operador Turismo;-;;;
20527639671;Puma Tours;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527641145;Peru Sur Nativa;CUSCO;CUSCO;www.perusurnativa.com;Minorista, Operador Turismo;-;;;
20527653151;Peru Adventures Travel Agency;CUSCO;CUSCO;www.peruadventurestravel.com;Mayorista, Operador Turismo;-;;;
20527654808;Dery Tours;CUSCO;SAN SEBASTIAN;;Minorista;-;;;
20527654808;Dery Tours;CUSCO;CUSCO;www.derytours.com;Minorista;-;;;
20527659435;Peruvian Explorer;CUSCO;SAN SEBASTIAN;www.peruvianexplorer.com;Operador Turismo;-;;;
20527670323;Chaski Ventura Sur;CUSCO;WANCHAQ;www.chaskiventura.com;Operador Turismo;-;;;
20527683069;Porcell Tours;CUSCO;WANCHAQ;www.porcelltoursperu.com;Operador Turismo;-;;;
20527689261;Peruvian Ancient Paths;CUSCO;WANCHAQ;www.peruvianancientpaths.com;Operador Turismo;-;;;
20527690863;Marcona Tours E.I.R.L.;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20527692726;American Travel Explorer;CUSCO;SAN JERÓNIMO;;Operador Turismo;-;;;
20527695237;Adventure Holiday Peru.Com;CUSCO;SAN JERÓNIMO;www.adventureholidaysperu.com;Operador Turismo;-;;;
20527695580;Empresa De Transportes Turisticos Bri & Ali;CUSCO;CUSCO;;Operador Turismo;-;;;
20527719357;Inca Dinasty Travel Agency;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527719781;Andean Origins;CUSCO;CUSCO;www.andeanorigins.com;Operador Turismo;-;;;
20527721769;Llapan Atiq Travels;CUSCO;CUSCO;;Mayorista, Minorista, Operador Turismo;-;;;
20527727376;Antarestrek Andean E Inka Land;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527727961;Toptur;CUSCO;CUSCO;;Operador Turismo;-;;;
20527730679;Kcomer Ttica Tour;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527733775;Arsa Tours;CUSCO;SANTIAGO;www.arsatours.com;Operador Turismo;-;;;
20527734828;Adventure World;CUSCO;CUSCO;www.adventureinca.com;Operador Turismo;-;;;
20527736286;Inkatraces;CUSCO;WANCHAQ;www.inkatraces.com;Operador Turismo;-;;;
20527737410;Incas Journey Adventure;CUSCO;SAN SEBASTIAN;www.incalandventures.com;Operador Turismo;-;;;
20527745277;Marcopolo Tours;CUSCO;CUSCO;www.marcopoloexpeditions@gmail.com;Operador Turismo;-;;;
20527748373;Gregory Adventure Peru;CUSCO;CUSCO;www.gregoryadventureperu.com;Operador Turismo;-;;;
20527749345;Centro De Medicina Integrativa;CUSCO;CUSCO;www.etnikas.com;Operador Turismo;-;;;
20527754853;A&P Tours S.A.C.;CUSCO;WANCHAQ;www.aptourscusco.com;Operador Turismo;-;;;
20527755230;I.S.A.;CUSCO;CUSCO;;Operador Turismo;-;;;
20527758506;Qhapaqñan;CUSCO;CUSCO;www.qhapaqñan.com;Operador Turismo;-;;;
20527760829;Eco Trek Peru;CUSCO;CUSCO;www.ecotrekperu.com;Operador Turismo;-;;;
20527761124;Independent Travellers Destination;CUSCO;SAN SEBASTIAN;;Mayorista, Operador Turismo;-;;;
20527762449;Kb Tours;URUBAMBA;OLLANTAYTAMBO;www.kbperu.com.pe;Operador Turismo;-;;;
20527763925;Absolut Travel S.A.C.;CUSCO;WANCHAQ;;Minorista;-;;;
20527766274;Contacto Aventura;CUSCO;WANCHAQ;www.contactoaventura.com;Operador Turismo;-;;;
20527766355;2gocusco.Com;CUSCO;WANCHAQ;www.2gocusco.com;Operador Turismo;-;;;
20527766941;As;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527769966;Andean Technology S.C.R.L;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527770549;Tawa Inka Travel;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527771600;Inka Trails Adenture;CUSCO;CUSCO;www.inkatrailsadventure.com;Operador Turismo;-;;;
20527771944;All Ways Travel  Perú;CUSCO;WANCHAQ;www.allwaystravelcusco;Minorista;-;;;
20527772916;Isa Tours;CUSCO;CUSCO;www.inkassitesadventures.com;Operador Turismo;-;;;
20527792275;Ceci´S Travel;CUSCO;WANCHAQ;www.cesisinkatrailperu.com;Operador Turismo;-;;;
20527794138;Peruvian Mountain Journeys;CUSCO;CUSCO;www.peruvianmountainjourneys.com;Mayorista;-;;;
20527803498;El Chakaruna;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527804460;Infocusco Tours Service;CUSCO;CUSCO;www.infocusco.com.pe;Operador Turismo;-;;;
20527806080;Peru Inka Travel;CUSCO;CUSCO;www.peruinkatravel.com;Operador Turismo;-;;;
20527812721;Natur Amanoze;CUSCO;WANCHAQ;www.naturamazone.com;Operador Turismo;-;;;
20527816042;Cusco Mystical Tours / Travel Operator;CUSCO;CUSCO;www.cuscomystical.com;Operador Turismo;-;;;
20527823171;Servicios Turisticos Antawara;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527825629;Ktperu;CUSCO;CUSCO;www.ktperutravel.com;Operador Turismo;-;;;
20527846626;Latin Paradise Travel;CUSCO;WANCHAQ;www.latinparadisetravel.com;Operador Turismo;-;;;
20527850224;Andes Travel Peru;CUSCO;WANCHAQ;www.waykysenterprises.com;Operador Turismo;-;;;
20527855374;Evolution Peru;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527855889;Q´Euña Tours;CUSCO;CUSCO;www.qtouracusco.com;Operador Turismo;-;;;
20527862150;Andean Gold Travel And Services;CUSCO;SANTIAGO;www.peruandeangold.com.pe;Operador Turismo;-;;;
20527867895;Vida Trip;CUSCO;WANCHAQ;www.vidatrip.com;Operador Turismo;-;;;
20527869596;Mama Kuka;CUSCO;CUSCO;;Minorista, Operador Turismo;-;;;
20527870411;Peru Cloud Forest Adventures;CUSCO;CUSCO;www.perucloudforest.com;Operador Turismo;-;;;
20527870926;Intur Machupicchu;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20527877343;Green Life Expeditions;CUSCO;CUSCO;www.greelifetouroperator.com;Operador Turismo;-;;;
20527878587;Inkill Chumpi Travel Agency;CUSCO;CUSCO;www.inkillchumpi.com;Minorista;-;;;
20527884714;Pacha Expeditions;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527901317;Inca World Peru;CUSCO;CUSCO;www.incaworldperu.com;Operador Turismo;-;;;
20527905657;Sodi Travel;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527905819;Pctours Cultura Y Ecoaventura;CUSCO;CUSCO;;Minorista, Operador Turismo;-;;;
20527906548;Brama Expeditions;CUSCO;CUSCO;;Operador Turismo;-;;;
20527907358;Mamainkas Expeditions;CUSCO;SANTIAGO;www.mamainkas.com;Operador Turismo;-;;;
20527912866;Acuarius Travel;CUSCO;CUSCO;www.acuariustravelagency.com;Minorista;-;;;
20527915377;Rasgos Del Peru;CUSCO;CUSCO;;Operador Turismo;-;;;
20527916691;Nantika Tours;CUSCO;CUSCO;www.nantikatours.com;Operador Turismo;-;;;
20527924872;Color Peru;CUSCO;CUSCO;www.colorperu-traveladvisors.com;Operador Turismo;-;;;
20527935483;Atoq Tours;CUSCO;WANCHAQ;www.atoqtours.com;Operador Turismo;-;;;
20527937699;Sonia Travel Agency;CUSCO;CUSCO;;Operador Turismo;-;;;
20527937699;Sonia Travel Agency;CUSCO;CUSCO;soniatravelagency@hotmail.com;Mayorista;-;;;
20527937699;Sonia Travel Agency E.I.R.L.;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527939713;Peru Wonder Travel;CUSCO;SANTIAGO;www.perwondertravel.com;Operador Turismo;-;;;
20527943664;High Ascents Expeditions Treks Travel Agency Tour Operator;CUSCO;CUSCO;;Operador Turismo;-;;;
20527946256;Empresa De Viajes I Turismo The Portes Explorers Empresa Individual De Responsabilidad Limitada;CUSCO;SANTIAGO;www.makopstours.com;Operador Turismo;-;;;
20527946256;The Portes Explorers;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20527946680;Yananty Travel & Family;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527947651;Keros Peru;CUSCO;SANTIAGO;www.perukeros.com;Operador Turismo;-;;;
20527950288;Waynapicchu Sol Travel;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527951179;Aquarius Reps;CUSCO;CUSCO;;Minorista;-;;;
20527956561;Euro Viajes;CUSCO;CUSCO;;Minorista;-;;;
20527956995;Peru Ika Cusco;CUSCO;WANCHAQ;www.peruinkacusco.com;Operador Turismo;-;;;
20527957371;Machupicchu Travel;CUSCO;WANCHAQ;www.machupicchu.biz;Operador Turismo;-;;;
20527958424;V.I.P. Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20527958858;American Fox Adventure;CUSCO;CUSCO;;Operador Turismo;-;;;
20527965552;Jisa Travel;CUSCO;CUSCO;www.jisatravel.com;Operador Turismo;-;;;
20527968225;Viajes Y Turismo Urpyany;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527969973;Santu Tour Operador;CUSCO;CUSCO;www.santucusco.com;Operador Turismo;-;;;
20527970041;Best Andes Travel;CUSCO;SAN JERÓNIMO;www.bestandestravel.com;Operador Turismo;-;;;
20527972095;Allahpacha;CUSCO;WANCHAQ;www.allahpacha.com;Operador Turismo;-;;;
20527972681;Amazing Cusco Travel Agency;CUSCO;CUSCO;www.amazingcusco.com;Operador Turismo;-;;;
20527976597;Tierras Vivas;CUSCO;SANTIAGO;www.tierrasvivas.com;Operador Turismo;-;;;
20527977569;Inca Royalty Travel Service;CUSCO;CUSCO;www.incaroyalty.com;Operador Turismo;-;;;
20527978531;Peru Eco Adventures;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20527982058;Andean Journeys;CUSCO;CUSCO;www.andeanjourneysperu.com;Operador Turismo;-;;;
20527982058;Andean Journeys Peru Srl.;CUSCO;WANCHAQ;www.machupicchutravelservices.com;Minorista;-;;;
20527985154;Ruta Del Barroco;CUSCO;CUSCO;www.rutadelbarrocoandino.com;Operador Turismo;-;;;
20527985154;Ruta Del Barroco Andino;QUISPICANCHI;ANDAHUAYLILLAS;www.rutadelbarrocoandino.com;Operador Turismo;-;;;
20527987874;E-Travel Planner;CUSCO;CUSCO;www.e-travelplanner.com;Mayorista, Minorista;-;;;
20527988331;Grupo Tourbulencia;CUSCO;SANTIAGO;www.x-tremetourbulencia.com;Operador Turismo;-;;;
20527990581;O & P Peru For You Travel Agency And Services;CUSCO;CUSCO;www.peruforu.com;Mayorista;-;;;
20527993769;Latin Adventure Viajes;CUSCO;CUSCO;www.latin-adventure.com;Operador Turismo;-;;;
20527994145;Cusco Inka Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20527996601;Sun Gate Tours;CUSCO;SANTIAGO;www.sungatetours.com;Operador Turismo;-;;;
20527996784;Peruvian Inkas Trek;CUSCO;CUSCO;www.peruvianinkastrek.com;Operador Turismo;-;;;
20527997241;Mapi & Beyond;CUSCO;SAN SEBASTIAN;www.mapiandbeyond.com;Operador Turismo;-;;;
20527998051;Peru Travel Company S.R.L.;CUSCO;CUSCO;www.perutravelcompany.com;Operador Turismo;-;;;
20528001531;Kipachi Perú Manu & Adventure;CUSCO;CUSCO;www.kipachiperu.com.pe;Operador Turismo;-;;;
20528005528;Exploring Peru Travel Service E.I.R.L.;CUSCO;SAN SEBASTIAN;www.inkasmisterios.com;Operador Turismo;-;;;
20528015752;Itep Eco Travel;CUSCO;CUSCO;www.iteptravel.com;Operador Turismo;-;;;
20528019405;Mapi Tour Peru;CUSCO;CUSCO;www.mapitourperu.com;Operador Turismo;-;;;
20528023267;Sanctuary Land Travel;CUSCO;CUSCO;www.sanctuarylandtravel.com;Operador Turismo;-;;;
20528024077;Pacha Tours & Trips;CUSCO;CUSCO;www.pachatoursperu.com;Operador Turismo;-;;;
20528028811;-;CUSCO;SANTIAGO;www.jimmystour.com;Operador Turismo;-;;;
20528033904;Antipode;CUSCO;CUSCO;www.antipode-recervas.com;Operador Turismo;-;;;
20528044779;Zeta Tours Adventure Sac;CUSCO;CUSCO;www.agencyzetatours.com;Operador Turismo;-;;;
20528050663;Open Tours;CUSCO;SAN SEBASTIAN;www.opentours-cusco.com;Minorista;-;;;
20528055037;-;CUSCO;CUSCO;;Minorista;-;;;
20528073019;G.C. Viajes Y Servicios;CUSCO;CUSCO;;Operador Turismo;-;;;
20528074171;Inka Sol Travel;CUSCO;CUSCO;;Minorista;-;;;
20528074929;Peru Diverse Tours;CUSCO;CUSCO;www.perudiversetours.com;Operador Turismo;-;;;
20528076972;Transtrek E.I.R.L.;CUSCO;WANCHAQ;www.transtrekreservas.com;Minorista;-;;;
20528077278;Inkaris Peru Trek;CUSCO;CUSCO;www.inkarisperu.com;Operador Turismo;-;;;
20534077905;Sanka Tours Adventure E.I.R.L.;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20534570377;Danzak Peru Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20535112101;Grupo Caminos Del Sol;CUSCO;CUSCO;www.caminosdelsol.com;Mayorista, Operador Turismo;-;;;
20536760734;Terra Andina Explora Peru;CUSCO;CUSCO;www.terra-explora.com;Operador Turismo;-;;;
20536830376;Lima Tours;URUBAMBA;MACHUPICCHU;www.limatours.com.pe;Operador Turismo;-;;;
20536935046;Green River Expedition Sociedad Anonima Cerrada;CUSCO;CUSCO;;Operador Turismo;-;;;
20537458144;Inv. Inca Trail Reservations;CUSCO;CUSCO;;Operador Turismo;-;;;
20543073904;New Inka Wasi Travel Corp;CUSCO;WANCHAQ;www.inkawasitravel.com;Operador Turismo;-;;;
20544651731;Peruvian Experiences;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20549161678;Expertur;CUSCO;CUSCO;www.konaperu.com;Minorista;-;;;
20549476407;Inversiones Caminos Del Peru S.C.R.L.;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20549851852;Tanit Trails;CUSCO;CUSCO;www.tamitrails.com;Operador Turismo;-;;;
20550685770;The Goodlife Travel Sac;CUSCO;WANCHAQ;www.goodlifetravels.com;Minorista, Operador Turismo;-;;;
20550766699;Mapi Peru;CUSCO;WANCHAQ;www.machupicchuep.com;Minorista, Operador Turismo;-;;;
20551016049;Qantu  Travel;CUSCO;CUSCO;www.qantutravel;Minorista;-;;;
20551137776;The Inka’S Dream S.A.C.;CUSCO;WANCHAQ;info@incawodlettrip.com;Operador Turismo;-;;;
20551648193;Atipax Cusco;CUSCO;CUSCO;;Operador Turismo;-;;;
20552497768;Yunka Trek;CUSCO;CUSCO;www.yunka-trek.com;Operador Turismo;-;;;
20555781335;Green Planet Pro;CUSCO;CUSCO;www.go-machupicchu.com;Operador Turismo;-;;;
20556116459;Apumayo Tour And Travel S.A.C.;CUSCO;WANCHAQ;administracion@apumayo.com;Mayorista, Minorista, Operador Turismo;-;;;
20558667835;Mundo Inkaiko Tour Operator;CUSCO;CUSCO;www.mundoincaico.com;Operador Turismo;-;;;
20559617947;Ccb Travel & Cruises Inc S.A.C.;CUSCO;CUSCO;www.ccbtravel.com;Operador Turismo;-;;;
20563105501;Unique Peru Tours;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20563802724;Chacana Tour E.I.R.L.;CUSCO;CUSCO;;Operador Turismo;-;;;
20563808412;Inkati Perú Travel;CUSCO;CUSCO;www.inkatiperu.com;Minorista;-;;;
20563809907;Jeed-S.A.C;CUSCO;CUSCO;jeda.eventos@gmail.com;Minorista;-;;;
20563812282;Travels And Dreams;CUSCO;CUSCO;www.travelsandreams.com;Operador Turismo;-;;;
20563812444;Colibri Inner Journeys E.I.R.L.;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20563818485;Andean Hidden Treasures;CUSCO;SAN SEBASTIAN;www.andeanhiddentreasures.com;Operador Turismo;-;;;
20563826585;Ukumari Expeditions;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20563830007;Antarqui Reps S.C.R.Ltda;CUSCO;CUSCO;;Operador Turismo;-;;;
20563836386;Peru Wildbirds;CUSCO;CUSCO;www.peruwildbirds.com;Operador Turismo;-;;;
20563838591;Villa Los Loros;CUSCO;CUSCO;www.choquequirqolodge.com;Operador Turismo;-;;;
20563846349;Andean Paths Adventures;CUSCO;CUSCO;www.andeanpaths.com;Operador Turismo;-;;;
20563855411;Andean Spiritual Pathways E.I.R.L.;CUSCO;CUSCO;;Operador Turismo;-;;;
20563856069;Mitys;CUSCO;CUSCO;;Operador Turismo;-;;;
20563859670;Tatam Tours Operator;CUSCO;CUSCO;www.toursalmachupicchu.com;Operador Turismo;-;;;
20563861577;Inka Trail;CUSCO;CUSCO;www.incatrailperutravel.com;Operador Turismo;-;;;
20563863600;Cusco Siempre Magico Agencia De Viajes Y Servicios Turisticos E.I.R.L.;CUSCO;WANCHAQ;;Mayorista;-;;;
20563867346;Machupicchu Andino Travel;CUSCO;CUSCO;;Minorista, Operador Turismo;-;;;
20563867346;Machupicchu Andino Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20563868318;Expediciones Chavez S.R.L.;CUSCO;SANTIAGO;www.turismocusco.net;Operador Turismo;-;;;
20563870720;Sumac Coca Travel;CUSCO;CUSCO;www.sumaccoca.com;Operador Turismo;-;;;
20563876256;Expedition Travel Peru;CUSCO;WANCHAQ;www.expeditiontravelperu.com;Operador Turismo;-;;;
20563880105;Inca Path Peru;CUSCO;CUSCO;;Operador Turismo;-;;;
20563887291;Apurimaq Travel S.A.C.;CUSCO;CUSCO;;Operador Turismo;-;;;
20563887371;Inkas Chacana Srl;CUSCO;CUSCO;www.inkaschacana.com;Operador Turismo;-;;;
20563891051;Tika Trok;CUSCO;SAN JERÓNIMO;www.tikatrok.com;Operador Turismo;-;;;
20563892537;Wellas Travel Agency;CUSCO;WANCHAQ;www.wellasrentacar.com;Mayorista;-;;;
20563893851;Killa Condor Tour;CUSCO;CUSCO;;Operador Turismo;-;;;
20563899035;Sanan America Tours;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20563899388;Sun Vacations Peru E.I.R.L.;CUSCO;CUSCO;;Minorista;-;;;
20563899973;Intipakarina Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20563900220;Expediciones Peruvian-Trek Cusco E.I.R.L.;CUSCO;CUSCO;;Minorista;-;;;
